EnthalpyFus,JR Tm /K,CRC Tm /K
38.12,565.03,397.65
26.88,442.71,332.15
36.09,599.5799999999999,373.15
35.53,553.76,407.65
27.16,424.22,402.15
24.39,431.82,465.45
26.98,443.09,389.15
33.01,508.48,496.95
48.98,786.9399999999998,498.15
12.14,303.55,366.15
15.49,330.96000000000004,355.65
14.55,337.64,329.65
14.55,337.64,306.15
14.55,337.64,336.04999999999995
9.74,241.86,242.45
16.03,326.47,365.15
22.09,426.25,434.75
22.09,426.25,459.85
22.09,426.25,543.75
13.45,330.64,400.65
17.74,345.5,311.45
17.74,345.5,337.65
18.94,348.42,299.65
18.94,348.42,386.65
10.52,192.9,169.64999999999998
26.06,260.52,256.85
14.15,289.44,284.35
31.24,283.06,273.45
5.34,170.36,162.14999999999998
18.29,226.71,224.95
41.6,328.14,293.15
15.7,215.44,199.05
2.75,159.09,207.15
13.13,287.88,326.15
11.94,265.65,245.95
12.33,253.13,299.45
3.11,195.32,239.55
16.73,332.16,280.15
16.73,332.16,327.45
20.72,397.99,323.15
20.72,397.99,309.15
20.72,397.99,446.15
23.47,249.25,253.15
46.78,350.68,307.15
20.88,237.98,227.45
13.11,204.17,187.55
15.53,353.58,316.15
15.53,353.58,391.15
15.53,353.58,366.65
16.13,326.85,359.15
7.93,181.63,171.74999999999997
4.41,166.63,182.75
18.08,342.23,358.15
6.65,179.87,175.14999999999998
9.1,305.53,233.15
11.94,265.65,306.75
41.77,693.27,429.15
22.34,268.67,334.15
57.48,663.66,312.65
19.69,375.81000000000006,301.15
38.76,587.96,395.35
15.76,290.41,348.15
25.14,527.48,368.15
4.88,161.84,201.05
2.59,119.84,113.73
3.53,119.12,132.45
12.14,184.71,176.04999999999998
13.45,194.22,212.15
7.79,203.1,187.15
23.94,363.2600000000001,337.65
12.17,213.88,221.55
14.75,256.7,340.15
9.97,194.84,178.14999999999998
9.48,187.09,157.95
24.92,379.2000000000001,279.04999999999995
13.8,192.25,192.55
14.73,195.98,201.75
53.58,365.03,302.04999999999995
10.82,230.5,214.25
7.68,162.85,161.14999999999998
38.77,670.0,378.15
28.99,261.84000000000003,173.14999999999998
68.92,767.77,393.15
22.28,441.19,444.55
5.18,131.11,113.34999999999997
14.73,195.98,194.65
30.41,540.06,621.15
10.49,172.72,180.25
10.52,201.89000000000004,250.79
14.38,233.22000000000003,242.55
24.97,384.06,356.15
9.55,173.44,199.75
5.2,191.83,178.03099999999998
14.28,244.59,401.65
9.58,202.61,177.14
15.87,287.22,301.15
21.93,387.0,390.15
12.16,245.43,366.15
7.38,183.57,183.25
6.89,175.82,161.64999999999998
5.91,160.32,160.14999999999998
27.94,374.59,278.15
26.32,443.97,343.15
16.59,322.18,257.15
11.79,226.4,201.65
11.79,226.4,209.35
11.79,226.4,205.05
11.04,190.6,183.35
11.04,190.6,183.35
11.04,190.6,186.85
11.04,190.6,186.85
16.2,247.18,251.15
16.2,247.18,251.15
16.2,247.18,251.15
16.2,247.18,251.15
16.2,247.18,355.65
16.2,247.18,355.65
16.2,247.18,355.65
16.2,247.18,355.65
7.69,294.19,274.15
25.77,407.0,368.55
17.57,338.12,309.15
17.57,338.12,275.65
6.72,154.24,171.67999999999998
16.57,292.91,257.54999999999995
16.57,292.91,288.15
16.33,245.91000000000005,245.85
45.81,331.22,285.95
15.37,314.33,290.15
15.37,314.33,298.85
15.37,314.33,335.15
28.79,414.49,345.65
21.55,308.87,358.15
13.1,243.21,337.65
12.13,262.88,218.25
50.99,353.76,297.25
13.1,235.91000000000005,228.45
5.09,151.58,133.14999999999998
31.9,547.0699999999999,443.65
28.14,396.01,412.15
20.07,417.63,396.15
20.07,417.63,451.65
15.26,321.85,299.61
21.05,433.5700000000001,503.15
29.64,352.52,336.15
16.63,392.39,573.15
44.86,633.3600000000001,446.15
35.96,547.89,376.15
6.99,138.04,122.14999999999998
47.29,697.6399999999999,437.15
14.23,329.99,290.04999999999995
14.23,329.99,290.04999999999995
14.23,329.99,290.04999999999995
14.23,329.99,326.15
14.23,329.99,326.15
14.23,329.99,326.15
14.23,329.99,326.15
14.23,329.99,326.15
14.23,329.99,326.15
55.28,676.4199999999998,366.15
68.92,767.77,495.95
68.92,767.77,495.95
68.92,767.77,495.95
68.92,767.77,495.95
68.92,767.77,527.15
68.92,767.77,527.15
68.92,767.77,527.15
68.92,767.77,527.15
63.66,799.4300000000001,442.15
33.42,617.48,413.65
20.59,397.25,378.15
19.59,371.24,566.15
19.59,371.24,566.15
19.59,371.24,566.15
19.59,371.24,566.15
19.59,371.24,566.15
19.59,371.24,566.15
19.59,371.24,566.15
19.59,371.24,566.15
19.59,371.24,566.15
36.49,669.91,550.15
28.22,567.1,423.15
11.73,207.4,199.15
11.73,207.4,199.15
11.73,207.4,199.15
31.54,459.78,366.05
24.52,490.91,401.15
57.46,524.02,452.15
32.05,696.42,529.15
27.97,635.5999999999999,489.15
30.55,552.03,372.15
28.31,469.5,497.15
28.31,469.5,497.15
28.31,469.5,497.15
16.78,386.39,383.15
16.78,386.39,383.15
16.78,386.39,383.15
16.78,386.39,383.15
16.78,386.39,383.15
48.02,897.6400000000001,495.65
26.6,450.96,416.65
26.6,450.96,416.65
9.33,259.74,304.65
9.33,259.74,304.65
26.97,501.86,405.15
8.1,207.57,346.15
23.81,444.77,408.15
6.54,253.55,304.98
68.92,767.77,435.65
68.92,767.77,435.65
68.92,767.77,435.65
68.92,767.77,435.65
45.68,606.4499999999999,395.15
21.73,462.30000000000007,437.25
21.73,462.30000000000007,437.25
21.73,462.30000000000007,437.25
19.93,443.48,405.15
19.93,443.48,405.15
19.93,443.48,405.15
19.93,443.48,405.15
19.93,443.48,405.15
19.93,443.48,405.15
48.1,704.91,561.65
40.46,616.1800000000001,451.35
96.75,1088.73,426.15
60.63,486.63,277.15
16.2,247.18,315.15
16.2,247.18,315.15
16.2,247.18,315.15
16.2,247.18,315.15
16.2,247.18,315.25
16.2,247.18,315.25
16.2,247.18,315.25
16.2,247.18,315.25
21.72,404.65,441.65
40.96,775.1200000000001,453.15
12.89,334.32000000000005,320.15
28.16,435.69,384.65
15.16,331.98,278.65
15.16,331.98,302.65
17.71,320.63,289.65
17.15,413.85,471.65
11.79,188.27,220.35
31.41,594.01,427.15
19.46,366.62,404.15
34.52,442.23,346.15
33.38,463.99,395.15
13.67,279.72,287.75
33.05,547.03,412.15
2.39,137.49,150.16999999999996
2.43,161.85,175.64999999999998
39.38,586.48,418.15
30.63,407.1,394.65
30.41,468.54,366.15
44.74,626.76,342.15
31.53,442.03,421.15
13.92,313.08000000000004,279.35
13.92,313.08000000000004,272.15
13.92,313.08000000000004,330.95
18.11,374.28,439.65
24.05,412.96,397.15
24.05,412.96,358.04999999999995
18.73,408.86,324.15
18.73,408.86,340.65
20.68,440.74,315.95
17.99,313.18,302.15
15.4,301.91,303.15
15.4,301.91,290.15
21.46,401.69,374.05
21.46,401.69,380.15
21.46,401.69,457.15
12.82,306.08000000000004,297.65
12.82,306.08000000000004,332.65
20.86,344.94000000000005,391.45
22.82,527.32,439.15
34.84,569.4499999999999,419.15
17.11,320.94000000000005,294.15
20.87,305.96000000000004,357.15
18.31,323.86,302.15
18.31,323.86,363.15
28.53,469.6,362.15
6.91,198.26,198.85
31.06,529.56,369.05
31.06,529.56,378.45
21.95,368.81000000000006,322.65
8.8,206.62,188.05
14.26,210.67,203.15
29.32,464.96,406.65
31.38,511.17,394.65
37.97,553.0400000000001,390.15
26.71,422.54,376.15
16.12,336.87,326.15
16.12,336.87,302.65
25.71,377.92,356.15
17.1,352.81,278.65
16.11,307.6,263.15
16.11,307.6,346.65
21.89,419.32,402.95
24.9,469.21,414.15
24.9,469.21,391.15
24.9,469.21,402.15
14.9,329.02,301.45
14.9,329.02,256.15
14.9,329.02,327.15
25.27,377.46,330.65
32.37,462.43,417.15
22.34,392.5,351.65
20.51,354.95000000000005,360.65
20.51,354.95000000000005,354.15
20.51,354.95000000000005,400.35
18.28,294.69,304.65
20.89,319.75,347.15
15.89,289.77000000000004,281.15
15.5,302.29,368.65
27.29,427.42,390.45
28.12,472.3,375.15
22.5,385.06,334.65
27.88,402.52,352.15
18.1,313.56000000000006,298.65
18.1,313.56000000000006,258.15
26.84,419.15,447.35
23.69,341.32000000000005,409.65
16.7,258.55000000000007,295.65
22.48,370.27,306.65
22.48,370.27,306.65
22.48,370.27,306.65
31.53,442.03,461.15
16.47,373.35,303.15
18.65,367.87,299.65
42.03,685.6899999999999,340.75
10.13,226.16,303.75
19.33,332.72,424.15
7.9,165.9,174.95
14.67,238.37,300.65
14.32,280.06,301.15
24.05,326.06,324.65
9.2,175.41,197.55
5.03,184.11,237.35
3.54,184.29,179.72999999999996
19.69,344.45000000000005,297.54999999999995
19.69,344.45000000000005,384.95
25.28,432.12,453.65
25.28,432.12,400.15
25.28,432.12,441.15
19.33,340.02,453.65
29.68,493.71,461.65
25.48,456.17,416.15
22.97,378.2600000000001,434.15
12.74,290.85,258.73999999999995
12.74,290.85,242.35
12.74,290.85,316.45
12.94,247.73,216.15
11.32,241.09000000000003,239.05
11.32,241.09000000000003,217.65
11.32,241.09000000000003,241.55
21.91,375.6700000000001,358.65
21.91,375.6700000000001,482.15
21.91,375.6700000000001,354.85
16.92,352.05000000000007,420.15
16.92,352.05000000000007,435.65
17.13,308.93,347.45
28.9,465.97,414.15
28.9,465.97,429.65
28.9,465.97,425.65
28.9,465.97,457.15
28.9,465.97,423.65
15.01,272.13,313.15
22.86,390.73,362.15
22.86,390.73,335.15
22.86,390.73,366.15
19.73,363.21,253.15
14.22,295.12,291.15
17.54,386.63,372.15
17.54,386.63,336.65
17.54,386.63,362.65
17.54,386.63,379.15
17.54,386.63,337.15
19.49,418.51,341.15
19.49,418.51,338.15
19.49,418.51,393.15
19.49,418.51,378.15
19.49,418.51,380.15
19.49,418.51,398.15
15.23,293.03,302.15
16.81,290.95,274.15
15.32,302.12,243.15
15.32,302.12,285.65
11.08,252.16000000000005,288.15
14.22,279.68,311.15
14.22,279.68,253.15
14.22,279.68,331.87
17.37,297.14,416.15
22.32,374.48,319.65
11.58,244.05,288.15
11.58,244.05,253.15
11.58,244.05,316.15
22.75,430.89,451.45
14.89,248.67,260.79999999999995
29.72,360.3,326.15
11.63,283.85,262.65
11.63,283.85,250.15
11.63,283.85,301.15
19.67,322.71000000000004,349.65
19.67,322.71000000000004,401.15
21.63,505.09,415.15
16.82,409.31,287.15
30.82,611.6500000000001,467.95
21.14,352.43,282.65
28.27,416.43,325.15
33.65,547.22,413.35
15.92,298.71000000000004,250.15
15.92,298.71000000000004,271.65
31.04,408.83,358.15
12.19,274.6,305.15
17.12,301.63,272.95
17.12,301.63,277.65
17.12,301.63,321.25
34.12,475.72,388.15
19.78,320.99,305.15
19.78,320.99,354.15
8.25,136.9,159.53999999999996
4.84,128.63,127.04999999999998
7.47,173.11,222.15
11.98,264.3,410.15
6.49,231.79,168.14999999999998
6.86,199.37,223.15
6.69,196.1,172.34999999999997
5.7,152.57,146.05999999999997
13.08,188.44,187.35
15.33,291.71000000000004,193.15
15.33,291.71000000000004,243.55
9.27,191.93,155.95
5.38,209.35,264.45
6.78,181.04,180.01999999999998
6.12,130.39,135.61999999999998
3.9,129.35,104.73999999999998
7.6,127.07,139.42999999999998
27.88,448.27,356.35
27.88,448.27,356.35
13.28,183.36,231.15
13.28,183.36,231.15
17.74,287.67,318.65
17.74,287.67,318.65
17.74,287.67,336.65
17.74,287.67,336.65
17.74,287.67,342.65
4.1,207.59,232.15
7.72,180.32,219.55
9.09,177.36,160.14999999999998
2.48,170.76,164.54999999999998
9.46,278.76,291.15
8.16,178.07999999999998,183.45
8.35,256.32,276.15
10.5,237.89,328.54999999999995
27.2,460.92,477.15
12.09,195.82,240.85
18.69,291.11,294.15
18.69,291.11,316.65
24.48,402.83,323.15
29.67,447.24,321.65
28.9,465.97,445.05
28.9,465.97,390.65
28.9,465.97,432.55
20.27,266.13,309.65
25.65,396.92,448.15
25.65,396.92,388.15
25.65,396.92,471.65
3.63,199.52,243.15
11.99,242.16000000000005,260.04999999999995
4.74,160.53,111.64999999999998
5.72,176.03,146.54999999999998
3.51,260.75,299.35
10.88,232.61,271.15
10.88,232.61,267.65
10.88,232.61,267.65
10.88,232.61,272.65
10.88,232.61,272.65
10.88,232.61,263.95
10.88,232.61,263.95
5.48,193.55,152.74999999999997
6.94,176.79,154.14999999999998
5.23,168.28,130.73099999999997
3.02,253.0,308.54999999999995
4.99,185.8,146.54999999999998
6.45,169.04,112.34999999999997
4.25,152.78,95.95
7.41,209.87,241.05
20.72,198.73,224.32
20.72,198.73,193.65
20.72,198.73,180.35
28.62,256.06,260.35
12.77,210.74,221.25
22.5,333.55,311.15
26.28,367.05,392.15
27.51,386.21,382.75
26.45,472.11,389.65
26.45,472.11,438.15
21.66,340.71,333.95
15.74,262.6,212.15
38.87,664.31,454.15
29.87,507.33,329.75
29.87,507.33,342.75
29.87,507.33,355.85
29.87,507.33,336.95
29.87,507.33,325.65
29.87,507.33,331.45
35.65,619.05,359.15
35.65,619.05,358.15
42.81,313.82,243.05
16.5,206.63,228.65
20.53,321.58000000000004,265.54999999999995
24.56,495.81000000000006,323.65
59.69,391.3,326.45
59.9,386.22,272.04999999999995
33.79,278.6,278.25
36.05,381.87,295.15
54.51,368.76,319.54999999999995
20.66,362.49,379.65
39.3,752.63,427.15
2.51,178.45,138.62999999999997
3.49,193.95,168.45
27.12,480.67,361.15
53.76,881.3299999999999,516.65
14.8,322.35,375.15
18.35,303.44,360.65
10.8,192.98,274.15
20.2,367.16,360.15
21.66,350.4,318.15
11.6,201.86,181.95
10.97,223.9,291.15
12.43,207.14,256.15
35.52,451.15,436.95
35.52,451.15,436.95
35.52,451.15,382.15
35.52,451.15,382.15
46.74,334.95,303.04999999999995
12.39,199.83,191.45
12.95,164.92000000000002,164.14999999999998
12.95,164.92000000000002,152.66999999999996
12.95,164.92000000000002,152.14999999999998
20.85,222.25,217.45
17.04,225.74,183.15
17.04,225.74,167.14999999999998
13.15,243.16,222.75
13.52,210.74,171.14999999999998
13.52,210.74,212.15
13.52,210.74,168.14999999999998
13.15,243.16,190.15
13.52,210.74,150.14999999999998
13.52,210.74,181.95
13.52,210.74,192.15
13.15,243.16,191.15
13.89,164.2,183.05
16.97,210.81,446.65
44.15,323.68,302.75
10.02,151.17000000000002,144.24999999999997
18.66,200.82,288.15
10.36,153.65,154.91999999999996
10.36,153.65,153.74999999999997
28.4,371.58,282.15
18.26,210.98,203.15
9.08,151.89,131.67999999999998
12.78,149.61,142.78999999999996
12.78,149.61,154.64999999999998
10.57,148.57,147.45
10.57,148.57,147.45
10.57,148.57,148.84999999999997
10.57,148.57,148.84999999999997
10.57,148.57,131.54999999999998
10.57,148.57,131.54999999999998
13.34,200.62,148.54999999999998
13.49,259.75,180.55
13.49,259.75,156.45
8.55,236.95,220.85
15.51,290.55,346.15
23.22,349.04,331.15
3.62,184.08,201.15
20.67,360.39,346.15
20.67,360.39,398.35
23.73,417.22,348.95
24.06,406.41,337.15
22.87,384.18,302.15
22.87,384.18,272.15
27.66,450.69,348.65
18.04,305.76000000000005,331.15
15.76,340.59000000000003,419.05
15.76,340.59000000000003,329.15
32.01,499.78,499.15
13.21,276.86,353.15
20.21,370.62,331.75
20.21,370.62,368.25
20.21,370.62,334.15
20.21,370.62,356.15
18.9,319.25,327.65
18.9,319.25,387.95
9.55,173.44,188.55
17.47,345.64,283.15
17.47,345.64,336.54999999999995
18.96,357.91,335.15
22.88,441.04,407.15
10.49,172.72,225.6
18.28,294.69,322.15
25.49,371.14,301.15
22.1,325.12,292.15
17.09,272.46000000000004,228.77
17.09,272.46000000000004,306.5
14.56,180.67,387.15
19.93,323.8,328.65
24.33,378.08,352.15
12.72,225.68,253.15
9.76,274.6,305.65
17.13,246.46000000000004,351.15
22.59,250.51,358.15
14.92,285.37,242.72
14.92,285.37,307.75
21.88,338.97,332.65
21.88,338.97,349.95
33.24,440.15,386.15
19.93,338.03,447.15
23.71,446.98,365.15
23.71,446.98,401.15
23.71,446.98,378.65
23.71,446.98,369.15
23.71,446.98,390.15
23.71,446.98,351.15
23.91,403.86,311.15
23.91,403.86,425.15
25.86,404.8,260.15
25.86,404.8,351.15
25.86,404.8,369.15
26.74,496.72,526.15
15.32,288.38,329.15
25.89,441.5,354.65
24.68,462.92,400.95
24.68,462.92,309.65
10.06,280.87,299.35
18.24,402.51,423.85
14.15,341.69000000000005,361.65
51.93,357.49,311.45
18.13,187.46,198.85
18.13,187.46,174.74999999999997
18.13,187.46,186.742
19.07,186.74,208.95
49.74,336.06,236.55
49.33,346.22,311.85
49.94,330.98,224.15
49.54,341.14,253.45
49.54,341.14,253.45
49.54,341.14,283.45
49.54,341.14,283.45
15.54,176.19,192.85
15.54,176.19,165.14999999999998
15.54,176.19,157.14999999999998
23.44,233.52,236.25
16.48,175.47,195.35
9.64,168.07999999999998,161.24999999999997
16.93,341.64,304.65
49.37,501.81,317.65
19.52,352.91,283.15
31.1,441.67,368.65
41.57,312.41,292.15
8.91,136.58,155.54999999999998
8.91,136.58,155.54999999999998
5.29,153.59000000000003,250.0
7.77,142.38,119.54999999999998
7.77,142.38,110.26
10.79,272.36,228.15
28.06,463.58,360.15
8.54,266.44,223.15
9.28,207.37,222.05
17.92,302.98,240.15
7.97,220.62,170.14999999999998
8.34,188.2,183.15
7.97,220.62,249.55
9.37,192.31,188.15
8.71,141.66,137.45
6.49,140.62,118.64999999999998
6.49,140.62,119.24999999999996
10.19,138.34,138.14999999999998
10.19,138.34,138.04999999999998
10.19,138.34,138.04999999999998
10.19,138.34,134.64999999999998
10.19,138.34,134.64999999999998
7.98,137.3,138.34999999999997
7.98,137.3,138.34999999999997
7.98,137.3,132.34999999999997
7.98,137.3,132.34999999999997
20.33,298.94000000000005,297.54999999999995
18.12,297.90000000000003,308.15
26.27,375.66,297.15
15.43,191.78,179.14999999999998
10.75,189.35,167.84999999999997
10.9,248.48,162.84999999999997
10.94,267.59000000000003,303.65
21.91,375.6700000000001,396.15
21.91,375.6700000000001,338.15
21.91,375.6700000000001,324.91
19.33,332.72,383.15
19.33,332.72,338.65
17.73,300.01,376.15
17.09,272.46000000000004,285.15
22.13,354.29,303.15
26.32,415.49,431.15
20.27,358.72,326.15
24.08,355.23,344.65
19.13,267.48,350.65
23.98,354.3,406.15
19.33,318.66,361.65
21.06,425.79,346.35
21.74,292.54,316.15
26.11,405.19,380.65
26.11,405.19,368.15
21.31,362.83,255.15
21.31,362.83,275.15
21.31,362.83,327.15
13.77,263.81,272.45
16.91,291.33000000000004,280.35
23.19,377.31,291.15
19.72,363.55,335.15
9.39,253.03,400.25
12.72,237.43,242.25
10.77,241.48,182.15
4.1,184.83,201.65
6.64,156.3,128.30999999999997
2.74,173.72,274.42
10.49,177.17000000000002,185.65
12.74,280.44,227.15
6.68,180.66,171.19
2.79,198.08,298.96
8.39,199.69,183.15
10.32,252.31000000000003,385.15
9.32,198.97000000000003,213.15
14.59,209.84000000000003,249.65
14.59,209.84000000000003,249.65
14.59,209.84000000000003,222.15
15.31,241.4,212.85
15.31,241.4,190.65
15.31,241.4,209.45
14.07,197.85,150.14999999999998
14.65,292.71000000000004,335.65
30.78,444.79,378.15
10.25,169.24,160.19
17.83,411.39,447.15
13.02,315.61,244.15
15.76,340.59000000000003,309.65
26.7,449.71,347.15
26.7,449.71,416.15
13.02,315.61,457.15
15.28,351.12,306.65
15.28,351.12,373.15
15.28,351.12,350.45
15.28,351.12,314.15
15.48,308.0,288.15
15.48,308.0,391.95
10.48,255.34000000000003,206.5
10.48,255.34000000000003,255.05
10.48,255.34000000000003,276.83
17.43,308.94000000000005,312.65
16.87,340.33000000000004,290.75
17.83,411.39,433.45
13.02,315.61,269.15
13.02,315.61,305.15
13.02,315.61,303.65
13.21,280.32000000000005,237.55
13.21,280.32000000000005,224.75
22.27,441.42,346.15
17.47,345.64,270.48
17.47,345.64,289.65
17.47,345.64,282.65
17.47,345.64,292.15
17.47,345.64,251.15
17.47,345.64,312.15
17.47,345.64,193.15
23.25,457.36,346.95
20.01,405.91,453.65
29.88,386.8200000000001,353.15
20.67,360.39,264.65
11.44,228.37,204.65
11.44,228.37,186.85
11.44,228.37,235.35
27.23,433.06,492.55
38.97,301.14,292.15
55.23,839.54,401.15
14.64,414.79,318.65
5.32,224.96,182.15
17.8,318.57000000000005,286.15
20.95,443.71,325.15
6.57,211.69,270.65
14.65,240.74,243.15
7.28,258.74,209.85
7.28,258.74,204.24
17.84,341.19000000000005,357.15
20.39,329.84000000000003,294.15
13.07,258.08000000000004,255.65
36.39,289.87,279.04999999999995
3.95,138.72,123.99999999999996
32.24,583.83,475.15
25.05,386.73,356.15
33.11,538.8599999999999,566.15
23.31,210.0,226.35
23.31,210.0,215.15
29.93,265.57,245.65
12.74,298.15,374.45
6.84,159.6,170.84999999999997
3.43,144.04,151.14999999999998
43.52,472.77,410.15
28.82,447.22,369.05
94.66,1154.06,394.15
32.11,416.44,362.05
29.06,415.1,349.35
35.0,466.87,346.65
27.73,417.34,353.95
14.45,278.06,268.35
52.86,711.1899999999999,483.15
53.91,704.9100000000001,414.15
30.05,373.5,253.15
37.68,587.76,403.15
26.7,442.18,627.15
12.72,261.58000000000004,353.37
27.65,457.24,405.95
27.65,457.24,415.15
19.01,361.63,305.65
16.42,350.36,308.15
16.42,350.36,332.15
20.71,365.22,293.15
20.71,365.22,324.15
25.06,445.97,433.95
25.06,445.97,458.15
22.33,453.14,462.15
22.33,453.14,339.85
22.33,453.14,472.15
37.4,630.36,533.15
37.4,630.36,517.65
31.04,416.36000000000007,464.45
24.28,485.02,396.65
24.28,485.02,465.15
24.28,485.02,411.15
24.28,485.02,453.65
24.28,485.02,436.65
24.28,485.02,493.15
24.28,485.02,466.15
19.01,346.19000000000005,337.15
19.01,346.19000000000005,354.45
62.09,999.14,593.15
16.37,310.56,354.15
24.12,399.23,433.15
18.5,373.3,368.25
18.5,373.3,395.15
21.88,338.97,319.15
21.88,338.97,342.15
17.52,357.36,322.04999999999995
17.52,357.36,383.15
43.45,666.3900000000001,458.15
28.87,421.74,380.95
34.65,533.46,356.15
34.65,533.46,368.65
21.42,387.58,352.15
33.91,511.1,445.35
28.84,479.47,429.35
17.81,382.12,348.15
17.81,382.12,302.65
32.74,442.62,346.95
30.11,499.53,428.15
72.03,874.46,411.15
29.93,565.22,446.15
10.57,357.4,457.15
10.57,357.4,457.15
1.29,148.53,256.78
23.53,225.2,258.15
23.53,225.2,258.15
48.64,652.3,427.15
48.49,744.43,500.15
32.37,503.88000000000005,322.15
31.75,565.21,421.15
19.46,389.96,337.23
18.84,384.8200000000001,398.65
16.49,317.11,323.15
21.51,423.19,344.15
21.51,423.19,385.15
21.51,423.19,420.85
20.09,373.43000000000006,282.54999999999995
20.09,373.43000000000006,311.15
20.09,373.43000000000006,327.15
30.68,508.01,420.35
25.7,484.39,415.85
25.7,484.39,463.15
16.7,327.41,278.79999999999995
31.63,523.0699999999999,411.15
31.63,523.0699999999999,390.15
31.63,523.0699999999999,427.15
23.0,427.46,357.15
23.0,427.46,390.15
26.31,518.97,472.65
26.31,518.97,434.15
26.31,518.97,416.15
26.31,518.97,413.15
41.39,696.19,491.15
41.39,696.19,437.95
25.58,423.29,274.15
25.58,423.29,336.15
22.99,412.02,347.15
22.99,412.02,303.65
22.99,412.02,369.65
24.64,404.25,348.15
24.64,404.25,325.15
31.52,563.23,480.95
29.04,511.8,420.15
29.04,511.8,414.45
29.04,511.8,514.15
30.7,537.05,426.65
30.7,537.05,488.65
20.41,416.19,389.75
20.41,416.19,420.65
24.7,431.05,293.15
24.7,431.05,309.15
24.7,431.05,344.15
25.89,433.97,310.15
25.89,433.97,334.15
25.89,433.97,386.05
34.62,510.14,355.15
18.04,324.27,226.15
14.49,308.37,239.15
12.3,255.91,183.73
16.39,316.73,193.15
11.02,254.15,218.15
21.88,349.95,250.15
34.69,541.08,344.15
28.97,499.5,428.15
38.15,472.73,365.15
20.38,334.20000000000005,302.15
32.72,518.59,459.15
31.52,563.23,481.15
14.72,297.29999999999995,311.15
9.71,244.64,244.45
23.69,417.71,328.65
23.69,417.71,348.15
29.47,529.4300000000001,377.15
27.84,323.53,288.15
35.77,628.5500000000001,475.45
22.48,439.13,318.04999999999995
22.48,439.13,368.15
22.48,439.13,386.95
27.08,456.2,334.15
28.1,465.06,366.15
28.1,465.06,427.65
28.1,465.06,489.15
25.86,404.8,313.65
25.86,404.8,355.45
30.9,486.63,348.04999999999995
30.9,486.63,407.15
23.09,412.4,301.65
23.09,412.4,354.15
23.09,412.4,353.15
23.48,399.88,378.15
30.08,495.17,411.15
35.46,512.63,437.15
34.22,534.34,388.15
34.22,534.34,436.15
26.57,410.66,414.65
30.02,468.37,329.15
30.7,537.05,511.15
14.89,267.18,168.84999999999997
11.36,252.18,181.85
25.03,427.78,335.15
30.08,491.75,322.15
36.67,533.6200000000001,375.65
35.47,582.0500000000001,425.15
24.05,483.46,461.15
19.25,387.68,323.15
26.6,543.73,509.65
26.24,477.98,361.15
26.24,477.98,421.15
26.24,477.98,361.15
32.02,589.7,453.15
30.0,589.0,537.65
23.03,385.6,345.15
16.05,391.08,319.65
18.9,351.20000000000005,269.54999999999995
18.9,351.20000000000005,289.04999999999995
18.9,351.20000000000005,324.85
20.73,355.39,305.65
20.73,355.39,270.75
21.51,430.49,432.15
22.08,344.87,330.15
57.58,718.45,404.15
49.19,659.8000000000001,455.75
70.87,416.59,336.85
44.97,303.89,304.65
55.11,464.49,341.21
49.05,364.71,334.54999999999995
46.57,353.82,328.25
46.57,353.82,329.95
43.69,302.13,296.54999999999995
54.55,397.93,302.65
25.02,285.13,245.85
21.36,233.19,253.85
19.07,191.19,219.68
39.35,512.39,379.65
27.24,312.83,319.54999999999995
20.57,256.18,223.65
23.11,227.65,253.05
29.21,351.79,285.53
23.15,252.01,268.15
19.63,237.01,278.75
20.67,241.12,265.75
20.67,241.12,265.15
20.67,241.12,269.31
24.86,271.04,212.65
17.79,189.43,191.91
29.41,346.71000000000004,268.75
28.62,256.06,247.15
24.26,274.45,272.15
28.65,285.23,249.15
25.95,258.44,244.15
35.64,375.53,281.15
34.43,396.95,315.15
64.19,582.42,306.65
89.66,761.5,279.15
10.5,202.53,254.15
34.6,583.81,450.15
46.54,762.3399999999999,458.65
33.5,413.15,441.85
38.9,514.28,413.65
46.43,717.86,546.15
20.52,374.97,576.15
20.52,374.97,576.15
20.52,374.97,580.15
20.52,374.97,580.15
97.83,1202.11,427.15
35.36,622.48,399.15
37.36,536.9300000000001,384.15
62.28,859.1799999999998,442.15
58.48,816.7399999999999,494.15
32.16,394.02,320.15
45.38,617.36,433.75
19.91,485.39,313.15
59.73,721.24,605.15
43.18,601.1,470.65
39.73,475.3,372.15
202.96,991.36,385.15
68.28,405.32,334.45
78.42,565.92,364.05
72.36,466.14,356.54999999999995
52.92,443.06000000000006,266.25
52.92,443.06000000000006,266.25
52.92,443.06000000000006,301.65
52.92,443.06000000000006,301.65
24.46,334.78,388.15
49.17,425.81,380.15
42.38,292.62,301.32
43.88,357.61,315.15
46.42,329.08000000000004,303.15
52.52,453.22,342.45
46.46,353.44,331.15
48.17,372.47,296.15
53.13,437.98,322.15
53.13,437.98,322.15
53.13,437.98,344.65
53.13,437.98,344.65
53.13,437.98,263.15
49.37,420.73,349.04999999999995
41.1,290.86,291.15
44.08,352.53,272.15
52.72,448.14,303.15
52.72,448.14,287.15
52.72,448.14,287.15
52.72,448.14,317.15
52.72,448.14,317.15
52.72,448.14,316.15
46.67,348.36,273.15
47.77,370.8,298.15
51.93,357.49,305.35
47.57,375.88,325.75
74.99,694.56,323.15
93.37,537.81,333.15
55.99,455.3,343.65
