EnthalpyFus,JR Tm /K,CRC Tm /K
17.14,338.43,268.25
12.33,242.65,247.83
12.33,242.65,229.35
12.33,242.65,228.46
23.9,466.09,443.15
24.67,427.04,429.65
14.92,339.01,302.15
14.92,339.01,302.15
5.52,279.14,386.15
16.59,324.34000000000003,297.15
16.59,324.34000000000003,297.15
16.59,324.34000000000003,288.65
16.59,324.34000000000003,288.65
2.95,156.07,248.59
3.15,234.31,290.15
3.88,155.35,162.14999999999998
59.5,665.53,307.85
28.85,381.42,352.45
5.67,218.23,243.95
5.67,218.23,204.65
13.04,190.09,189.65
13.04,190.09,165.74999999999997
10.83,274.81,310.45
10.83,274.81,310.45
10.83,274.81,328.95
10.83,274.81,328.95
5.18,210.48,251.45
5.18,210.48,130.64999999999998
12.55,182.34,142.14999999999998
12.55,182.34,142.14999999999998
12.55,182.34,142.34999999999997
12.55,182.34,142.34999999999997
4.2,194.98,134.95
10.72,189.88,168.14999999999998
8.13,178.61,151.14999999999998
8.13,178.61,167.24999999999997
8.13,178.61,156.34999999999997
8.5,146.19,145.24999999999997
8.13,178.61,159.74999999999997
8.13,178.61,171.95
19.32,332.95000000000005,337.15
23.3,398.78,317.15
16.15,342.26000000000005,333.35
5.54,167.34,160.74999999999997
5.54,167.34,165.78999999999996
5.54,167.34,171.95
5.91,134.92000000000002,163.84999999999997
10.19,273.98,328.35
5.74,245.58,253.15
6.1,213.16,260.15
21.3,396.91,278.15
27.66,441.68,359.15
6.47,166.62,204.15
6.47,166.62,179.45
10.54,131.92000000000002,159.74999999999997
7.95,163.3,166.74999999999997
18.11,354.37,354.15
18.11,354.37,368.15
18.11,354.37,336.15
18.11,354.37,344.75
18.11,354.37,345.25
18.11,354.37,381.15
14.88,302.92,228.85
25.28,413.17,374.15
15.75,269.9,347.15
29.11,610.54,318.15
43.45,735.4499999999999,463.15
38.64,639.67,394.45
50.21,863.11,451.15
50.99,824.0600000000001,502.15
28.91,516.8599999999999,299.15
44.43,751.39,394.15
40.84,663.4599999999999,354.04999999999995
85.76,1267.28,524.25
60.94,392.71,238.65
18.23,214.9,333.15
27.52,404.35,399.65
26.7,442.18,470.97
26.16,379.42,327.65
28.57,375.38,340.95
41.14,636.48,548.15
23.57,368.15,365.15
23.76,446.39,435.45
40.95,671.77,530.15
22.09,223.66000000000005,172.64999999999998
38.19,733.7299999999999,478.15
47.0,570.74,449.65
47.26,763.9000000000001,421.15
16.16,402.98,443.65
41.62,529.4,388.15
48.59,852.58,483.15
5.26,385.54,488.15
81.23,461.67,344.35
27.99,465.15,391.15
43.56,712.91,477.15
62.11,718.9299999999998,424.15
61.56,795.91,441.15
40.96,459.27,323.15
27.36,530.78,426.65
30.11,462.46,381.65
30.2,307.67,256.15
26.54,255.73,269.15
24.25,213.73,247.61
28.29,250.19,271.65
34.39,374.33,301.62
28.33,274.54999999999995,289.75
24.81,259.55,273.15
25.85,263.66,289.15
25.85,263.66,287.15
22.97,211.97,224.03
24.45,208.65,206.65
24.45,208.65,206.65
24.45,208.65,224.85
24.45,208.65,224.85
24.45,208.65,176.14999999999998
24.45,208.65,176.14999999999998
24.45,208.65,209.45
24.45,208.65,209.45
24.45,208.65,166.64999999999998
24.45,208.65,166.64999999999998
24.45,208.65,212.05
24.45,208.65,212.05
33.11,372.57,297.54999999999995
27.05,272.79,272.15
29.44,296.99,288.25
33.83,307.77,256.95
27.22,260.7,248.15
27.37,319.83,243.05
10.34,317.48,405.55
31.29,518.65,500.15
29.29,661.08,459.15
39.43,821.68,557.15
99.38,1235.9,542.15
32.39,530.3,395.15
17.0,359.97,588.15
52.59,748.32,479.15
21.36,464.51,319.65
9.2,175.41,172.95
14.05,300.36,296.65
8.25,186.3,164.24999999999997
6.54,177.79,146.74999999999997
11.93,217.69,238.65
12.91,211.37,179.14999999999998
12.63,250.6,302.15
12.63,250.6,275.15
16.23,294.88,338.15
20.21,360.71,263.15
20.21,360.71,302.15
14.25,218.31,193.15
50.64,355.73,302.15
18.42,232.85,173.14999999999998
74.9,804.94,481.15
46.98,649.4300000000001,333.15
52.85,585.27,358.65
38.06,502.82,389.65
38.79,511.63,357.65
56.28,624.7,276.15
59.66,590.37,245.65
40.88,597.21,434.15
23.87,366.42,374.15
29.03,423.0,398.15
31.97,491.98,406.15
28.58,445.96,404.65
10.13,218.86,247.99
10.13,218.86,225.3
10.13,218.86,286.45
15.91,330.58000000000004,345.85
15.91,330.58000000000004,298.15
15.91,330.58000000000004,348.04999999999995
15.91,330.58000000000004,318.54999999999995
15.91,330.58000000000004,338.25
15.91,330.58000000000004,336.54999999999995
18.58,405.21,369.05
18.58,405.21,369.05
18.58,405.21,369.05
16.78,386.39,363.65
16.78,386.39,363.65
16.78,386.39,363.65
16.78,386.39,363.65
16.78,386.39,363.65
24.3,348.91,372.15
